gene_name	width	sample
VFG043084(gi:15801200)	0.99895178197065	CD1_T1_B1
VFG043083(gi:15801199)	1	CD1_T1_B1
VFG043082(gi:15801198)	0.998938428874735	CD1_T1_B1
VFG043081(gi:15801197)	1	CD1_T1_B1
VFG043080(gi:15801196)	1	CD1_T1_B1
VFG043079(gi:15801195)	1	CD1_T1_B1
VFG043078(gi:15801194)	1	CD1_T1_B1
VFG043077(gi:15801193)	1	CD1_T1_B1
VFG043076(gi:15801192)	0.997126436781609	CD1_T1_B1
VFG043075(gi:15801191)	0.997530864197531	CD1_T1_B1
VFG043074(gi:15801190)	1	CD1_T1_B1
VFG043073(gi:15801189)	0.995454545454545	CD1_T1_B1
VFG043072(gi:15801187)	0.997601918465228	CD1_T1_B1
VFG042798(gi:15799790)	0.926849542809643	CD1_T1_B1
VFG042728(gi:15801157)	0.998463901689708	CD1_T1_B1
VFG042727(gi:15801156)	0.992307692307692	CD1_T1_B1
VFG042718(gi:15801636)	0.978142076502732	CD1_T1_B1
VFG042716(gi:15801634)	0.998116760828625	CD1_T1_B1
VFG042657(gi:30524683)	1	CD1_T1_B1
VFG042656(gi:30524682)	0.998357963875205	CD1_T1_B1
VFG042655(gi:30524681)	0.99822695035461	CD1_T1_B1
VFG042654(gi:30524680)	1	CD1_T1_B1
VFG042653(gi:30524679)	0.998442367601246	CD1_T1_B1
VFG042652(gi:30524678)	1	CD1_T1_B1
VFG042650(gi:30524676)	1	CD1_T1_B1
VFG042550(gi:170681449)	0.989397794741306	CD1_T1_B1
VFG042547(gi:170684225)	0.947990543735225	CD1_T1_B1
VFG042533(gi:1246222)	1	CD1_T1_B1
VFG042404(gi:15804987)	0.997289972899729	CD1_T1_B1
VFG042403(gi:15800803)	1	CD1_T1_B1
VFG042402(gi:15800802)	1	CD1_T1_B1
VFG042210	1	CD1_T1_B1
VFG042097(gi:15832963)	1	CD1_T1_B1
VFG042096(gi:15832962)	1	CD1_T1_B1
VFG042095(gi:15832966)	1	CD1_T1_B1
VFG042094(gi:15832965)	0.997512437810945	CD1_T1_B1
VFG042093(gi:15832967)	0.997685185185185	CD1_T1_B1
VFG042092(gi:15832970)	1	CD1_T1_B1
VFG042091(gi:15832969)	1	CD1_T1_B1
VFG042090(gi:15832972)	1	CD1_T1_B1
VFG042089(gi:15832971)	0.996996996996997	CD1_T1_B1
VFG042088(gi:15832974)	1	CD1_T1_B1
VFG042087(gi:15832973)	1	CD1_T1_B1
VFG042086(gi:15832975)	0.999108734402852	CD1_T1_B1
VFG042085(gi:15832978)	1	CD1_T1_B1
VFG042084(gi:15832979)	1	CD1_T1_B1
VFG042083(gi:15832980)	1	CD1_T1_B1
VFG040956(gi:157156659)	0.922916666666667	CD1_T1_B1
VFG040955(gi:157157281)	1	CD1_T1_B1
VFG040954(gi:157159001)	0.999330655957162	CD1_T1_B1
VFG040953(gi:157154920)	1	CD1_T1_B1
VFG040952(gi:157157959)	0.995614035087719	CD1_T1_B1
VFG040951(gi:157158634)	1	CD1_T1_B1
VFG040950(gi:157156956)	0.989247311827957	CD1_T1_B1
VFG040949(gi:157157609)	0.931666666666667	CD1_T1_B1
VFG040947(gi:157156601)	0.974554707379135	CD1_T1_B1
VFG040946(gi:157154814)	1	CD1_T1_B1
VFG036061(gi:443617274)	0.992156862745098	CD1_T1_B1
VFG035808(gi:15799915)	0.994219653179191	CD1_T1_B1
VFG035801(gi:157158244)	0.998003992015968	CD1_T1_B1
VFG035776(gi:157157099)	0.930216802168022	CD1_T1_B1
VFG035770(gi:410484140)	0.982384823848238	CD1_T1_B1
VFG035645(gi:260842453)	0.96	CD1_T1_B1
VFG035604(gi:386612384)	0.998687664041995	CD1_T1_B1
VFG035526(gi:386612381)	0.944090587402689	CD1_T1_B1
VFG035502(gi:386612379)	0.942778352292313	CD1_T1_B1
VFG035475(gi:218693681)	0.956340956340956	CD1_T1_B1
VFG035472(gi:410484152)	0.9150036954915	CD1_T1_B1
VFG035444(gi:260866361)	0.993788819875776	CD1_T1_B1
VFG035343(gi:387609970)	0.977124183006536	CD1_T1_B1
VFG035340(gi:410481002)	0.977346278317152	CD1_T1_B1
VFG035339(gi:387609969)	0.954697986577181	CD1_T1_B1
VFG035338(gi:218696616)	0.998881431767338	CD1_T1_B1
VFG035335(gi:410481001)	0.961561561561562	CD1_T1_B1
VFG035330(gi:410481000)	0.999196787148594	CD1_T1_B1
VFG035328(gi:218696618)	1	CD1_T1_B1
VFG035318(gi:387609966)	0.981481481481482	CD1_T1_B1
VFG035317(gi:218696619)	0.903448275862069	CD1_T1_B1
VFG035301(gi:218696620)	0.992551210428305	CD1_T1_B1
VFG035287(gi:387609964)	0.970059880239521	CD1_T1_B1
VFG035286(gi:218696621)	1	CD1_T1_B1
VFG035273(gi:218696622)	1	CD1_T1_B1
VFG035257(gi:218696624)	1	CD1_T1_B1
VFG035191(gi:387609951)	0.977050413844996	CD1_T1_B1
VFG035190(gi:218696633)	0.950506186726659	CD1_T1_B1
VFG035174(gi:218696634)	0.971544715447154	CD1_T1_B1
VFG035159(gi:387609949)	0.991912189485846	CD1_T1_B1
VFG035158(gi:218696635)	1	CD1_T1_B1
VFG035143(gi:387609948)	0.915902140672783	CD1_T1_B1
VFG035142(gi:218696636)	0.9875	CD1_T1_B1
VFG035127(gi:387609947)	0.971599402092676	CD1_T1_B1
VFG035126(gi:218696637)	0.915545590433483	CD1_T1_B1
VFG035110(gi:218696638)	0.998058252427184	CD1_T1_B1
VFG035092(gi:387609945)	0.975903614457831	CD1_T1_B1
VFG035091(gi:218696639)	0.996168582375479	CD1_T1_B1
VFG034875(gi:291285483)	0.979891724671307	CD1_T1_B1
VFG034869(gi:387509493)	0.935483870967742	CD1_T1_B1
VFG034823(gi:260867911)	0.999249249249249	CD1_T1_B1
VFG034822(gi:260843778)	0.951951951951952	CD1_T1_B1
VFG034777(gi:260870723)	1	CD1_T1_B1
VFG034757(gi:387506964)	0.948356807511737	CD1_T1_B1
VFG034756(gi:291282900)	0.98005148005148	CD1_T1_B1
VFG034720(gi:386616783)	0.964244521337947	CD1_T1_B1
VFG034682(gi:443616608)	0.998553868402025	CD1_T1_B1
VFG034677(gi:387611073)	0.954876273653566	CD1_T1_B1
VFG034647(gi:218701865)	0.999081726354454	CD1_T1_B1
VFG034635(gi:218701866)	0.999630040695524	CD1_T1_B1
VFG034623(gi:218701867)	1	CD1_T1_B1
VFG034611(gi:218701868)	1	CD1_T1_B1
VFG034602(gi:386612007)	0.998708010335917	CD1_T1_B1
VFG034453(gi:443616323)	0.979073243647235	CD1_T1_B1
VFG034419(gi:157155651)	0.965986394557823	CD1_T1_B1
VFG033420(gi:386627097)	0.961178045515395	CD1_T1_B1
VFG033368(gi:157157381)	0.998892580287929	CD1_T1_B1
VFG033345(gi:157157856)	0.998015873015873	CD1_T1_B1
VFG033335(gi:410482685)	0.988095238095238	CD1_T1_B1
VFG033319(gi:218561494)	0.998116760828625	CD1_T1_B1
VFG033317(gi:157155516)	0.998116760828625	CD1_T1_B1
VFG033264(gi:218561492)	1	CD1_T1_B1
VFG033226(gi:291285696)	0.987654320987654	CD1_T1_B1
VFG033218(gi:218561490)	1	CD1_T1_B1
VFG033207(gi:209396019)	0.908925318761384	CD1_T1_B1
VFG033197(gi:218561489)	1	CD1_T1_B1
VFG033181(gi:222159043)	0.971807628524046	CD1_T1_B1
VFG033175(gi:387615045)	0.991708126036484	CD1_T1_B1
VFG033170(gi:260858480)	0.998341625207297	CD1_T1_B1
VFG033163(gi:291285693)	1	CD1_T1_B1
VFG033071(gi:260843868)	0.98661311914324	CD1_T1_B1
VFG018211(gi:16128276)	0.944972288202692	CD1_T1_B1
VFG012618(gi:110643749)	0.973737373737374	CD1_T1_B1
VFG012496(gi:117623645)	1	CD1_T1_B1
VFG012355(gi:117625198)	0.992063492063492	CD1_T1_B1
VFG012313(gi:15804894)	0.982142857142857	CD1_T1_B1
VFG012296(gi:91213961)	0.9366391184573	CD1_T1_B1
VFG012278(gi:15804889)	0.903460837887067	CD1_T1_B1
VFG000927(gi:26246566)	0.999118165784832	CD1_T1_B1
VFG042836(gi:18311262)	0.922155688622755	CD1_T1_B1
VFG049905(gb|YP_309263.1)	0.967191601049869	CD1_T1_B1
VFG049898(gb|YP_309252.1)	0.997929606625259	CD1_T1_B1
VFG002055(gb|YP_404608)	0.986062717770035	CD1_T1_B1
VFG002054(gb|YP_404607)	0.992842535787321	CD1_T1_B1
VFG002053(gb|YP_404606)	0.984210526315789	CD1_T1_B1
VFG002050(gb|YP_404603)	0.921052631578947	CD1_T1_B1
VFG002049(gb|YP_404602)	0.9725	CD1_T1_B1
VFG002046(gb|YP_404599)	0.904933814681107	CD1_T1_B1
VFG044165(gb|NP_752609)	1	CD1_T1_B1
VFG044159(gb|NP_752602)	0.999168744804655	CD1_T1_B1
VFG042558(gb|YP_002295991)	0.992248062015504	CD1_T1_B1
VFG042554(gb|YP_002295987)	0.997967479674797	CD1_T1_B1
VFG034873(gb|NP_290699)	0.91569992266048	CD1_T1_B1
VFG034866(gb|NP_290672)	0.980392156862745	CD1_T1_B1
VFG034754(gb|NP_288154)	0.987361769352291	CD1_T1_B1
VFG001448(gb|AAA21682)	0.991055456171735	CD1_T1_B1
VFG000925(gb|NP_752606)	0.912990196078431	CD1_T1_B1
VFG006022(gi:116627988)	0.9207258834766	CD1_T2_B1
VFG005388(gi:116627421)	0.947990543735225	CD1_T2_B1
VFG000477(gi:16766230)	0.955689828801611	CD1_T2_B1
VFG046074	1	CD1_T2_B1
VFG046073	0.91832229580574	CD1_T2_B1
VFG046070	0.915384615384615	CD1_T2_B1
VFG043545(gi:218560235)	0.99774011299435	CD1_T2_B1
VFG043120(gi:15802868)	0.947791164658635	CD1_T2_B1
VFG043106(gi:15802372)	0.952380952380952	CD1_T2_B1
VFG043103(gi:15802359)	0.935622317596567	CD1_T2_B1
VFG043095(gi:15802301)	0.992448759439051	CD1_T2_B1
VFG043094(gi:15802300)	0.931806615776081	CD1_T2_B1
VFG043092(gi:15802298)	0.955475330926594	CD1_T2_B1
VFG043090(gi:15802295)	0.94952380952381	CD1_T2_B1
VFG043088(gi:15802293)	0.933333333333333	CD1_T2_B1
VFG043087(gi:15802292)	0.998259355961706	CD1_T2_B1
VFG043083(gi:15801199)	0.980535279805353	CD1_T2_B1
VFG043082(gi:15801198)	0.966029723991507	CD1_T2_B1
VFG043075(gi:15801191)	0.987654320987654	CD1_T2_B1
VFG043073(gi:15801189)	0.91969696969697	CD1_T2_B1
VFG042716(gi:15801634)	0.964218455743879	CD1_T2_B1
VFG042656(gi:30524682)	0.917898193760263	CD1_T2_B1
VFG042655(gi:30524681)	0.923758865248227	CD1_T2_B1
VFG042654(gi:30524680)	0.984910836762689	CD1_T2_B1
VFG042653(gi:30524679)	0.924065420560748	CD1_T2_B1
VFG042210	0.94125159642401	CD1_T2_B1
VFG042097(gi:15832963)	0.948438634713144	CD1_T2_B1
VFG042096(gi:15832962)	0.951219512195122	CD1_T2_B1
VFG042095(gi:15832966)	0.998420221169036	CD1_T2_B1
VFG042093(gi:15832967)	0.94212962962963	CD1_T2_B1
VFG042092(gi:15832970)	0.998639455782313	CD1_T2_B1
VFG042091(gi:15832969)	0.914089347079038	CD1_T2_B1
VFG042088(gi:15832974)	0.934131736526946	CD1_T2_B1
VFG042086(gi:15832975)	0.946524064171123	CD1_T2_B1
VFG042083(gi:15832980)	0.919959473150962	CD1_T2_B1
VFG041049(gi:15799912)	1	CD1_T2_B1
VFG040950(gi:157156956)	0.93010752688172	CD1_T2_B1
VFG035808(gi:15799915)	0.969171483622351	CD1_T2_B1
VFG035801(gi:157158244)	0.908183632734531	CD1_T2_B1
VFG034875(gi:291285483)	0.921113689095128	CD1_T2_B1
VFG034777(gi:260870723)	0.975238095238095	CD1_T2_B1
VFG034647(gi:218701865)	1	CD1_T2_B1
VFG034611(gi:218701868)	0.98047419804742	CD1_T2_B1
VFG033218(gi:218561490)	0.962162162162162	CD1_T2_B1
VFG033197(gi:218561489)	0.959798994974874	CD1_T2_B1
VFG000927(gi:26246566)	0.955026455026455	CD1_T2_B1
VFG044159(gb|NP_752602)	0.950124688279302	CD1_T2_B1
VFG006091(gi:55821457)	0.99921568627451	CD16_T2_B3
VFG006090(gi:55821456)	0.946587537091988	CD16_T2_B3
VFG006089(gi:116628183)	0.973004694835681	CD16_T2_B3
VFG006088(gi:55821455)	0.98114824335904	CD16_T2_B3
VFG006086(gi:55821454)	0.998955067920585	CD16_T2_B3
VFG006084(gi:55821453)	0.996389891696751	CD16_T2_B3
VFG006082(gi:55821452)	1	CD16_T2_B3
VFG006078(gi:55821451)	0.996212121212121	CD16_T2_B3
VFG006074(gi:55821450)	1	CD16_T2_B3
VFG006070(gi:55821251)	0.957471264367816	CD16_T2_B3
VFG006046(gi:55823162)	0.944444444444444	CD16_T2_B3
VFG006032(gi:116627989)	0.917508417508417	CD16_T2_B3
VFG005986(gi:55823035)	0.995614035087719	CD16_T2_B3
VFG005976(gi:116627844)	0.947368421052632	CD16_T2_B3
VFG005974(gi:55823034)	1	CD16_T2_B3
VFG005844(gi:116627835)	0.980932203389831	CD16_T2_B3
VFG005556(gi:116627090)	0.942367601246106	CD16_T2_B3
VFG005386(gi:55823112)	0.972916666666667	CD16_T2_B3
VFG005324(gi:55820544)	0.997979797979798	CD16_T2_B3
VFG005191(gi:116627754)	0.997588908981314	CD16_T2_B3
VFG020187(gi:187734408)	0.958730158730159	CD17_T3_B7
VFG020186(gi:187734480)	0.998948475289169	CD17_T3_B7
VFG020178(gi:187731084)	0.962189054726368	CD17_T3_B7
VFG020167(gi:187733647)	0.95440956651719	CD17_T3_B7
VFG020161(gi:187734092)	0.998137802607076	CD17_T3_B7
VFG020156(gi:187732248)	0.99468085106383	CD17_T3_B7
VFG020155(gi:187732466)	0.942982456140351	CD17_T3_B7
VFG020153(gi:6273135)	1	CD17_T3_B7
VFG013087(gi:82524782)	1	CD17_T3_B7
VFG012996(gi:74311128)	0.920918367346939	CD17_T3_B7
VFG012978(gi:74311131)	0.99330655957162	CD17_T3_B7
VFG012966(gi:82546638)	0.901773533424284	CD17_T3_B7
VFG012965(gi:110807645)	0.994542974079127	CD17_T3_B7
VFG012962(gi:74313971)	0.908071748878924	CD17_T3_B7
VFG012961(gi:82546637)	0.916292974588939	CD17_T3_B7
VFG012951(gi:82546635)	0.955696202531646	CD17_T3_B7
VFG012946(gi:82546634)	0.965768799102132	CD17_T3_B7
VFG012945(gi:110807649)	0.937971014492754	CD17_T3_B7
VFG012902(gi:82545404)	0.929824561403509	CD17_T3_B7
VFG012898(gi:82545402)	0.963045084996304	CD17_T3_B7
VFG012874(gi:30064027)	1	CD17_T3_B7
VFG012862(gi:56479760)	0.967948717948718	CD17_T3_B7
VFG000477(gi:16766230)	1	CD17_T3_B7
VFG046101	1	CD17_T3_B7
VFG046097	0.935956790123457	CD17_T3_B7
VFG046031	0.943474646716542	CD17_T3_B7
VFG046014	0.969243557772236	CD17_T3_B7
VFG045937	0.904761904761905	CD17_T3_B7
VFG045934	0.924471299093656	CD17_T3_B7
VFG045930	0.99906629318394	CD17_T3_B7
VFG045910	0.981930026912726	CD17_T3_B7
VFG045894	0.998575498575499	CD17_T3_B7
VFG045872	0.983333333333333	CD17_T3_B7
VFG045794	1	CD17_T3_B7
VFG045793	0.997821350762527	CD17_T3_B7
VFG045792	0.975155279503106	CD17_T3_B7
VFG045791	0.930875576036866	CD17_T3_B7
VFG043545(gi:218560235)	1	CD17_T3_B7
VFG043544(gi:15800816)	0.979827089337176	CD17_T3_B7
VFG043120(gi:15802868)	1	CD17_T3_B7
VFG043105(gi:15802361)	1	CD17_T3_B7
VFG043104(gi:15802360)	0.987834549878346	CD17_T3_B7
VFG043103(gi:15802359)	1	CD17_T3_B7
VFG043102(gi:15802358)	1	CD17_T3_B7
VFG043101(gi:15802357)	1	CD17_T3_B7
VFG043100(gi:15802356)	1	CD17_T3_B7
VFG043099(gi:15802355)	0.998751560549313	CD17_T3_B7
VFG043098(gi:15802304)	1	CD17_T3_B7
VFG043097(gi:15802303)	1	CD17_T3_B7
VFG043096(gi:15802302)	1	CD17_T3_B7
VFG043095(gi:15802301)	1	CD17_T3_B7
VFG043094(gi:15802300)	1	CD17_T3_B7
VFG043093(gi:15802299)	1	CD17_T3_B7
VFG043092(gi:15802298)	1	CD17_T3_B7
VFG043091(gi:15802296)	1	CD17_T3_B7
VFG043090(gi:15802295)	1	CD17_T3_B7
VFG043089(gi:15802294)	1	CD17_T3_B7
VFG043088(gi:15802293)	1	CD17_T3_B7
VFG043087(gi:15802292)	1	CD17_T3_B7
VFG043086(gi:15802291)	0.999518999518999	CD17_T3_B7
VFG043085(gi:15802290)	1	CD17_T3_B7
VFG043084(gi:15801200)	1	CD17_T3_B7
VFG043083(gi:15801199)	1	CD17_T3_B7
VFG043082(gi:15801198)	1	CD17_T3_B7
VFG043081(gi:15801197)	0.999089253187614	CD17_T3_B7
VFG043080(gi:15801196)	1	CD17_T3_B7
VFG043079(gi:15801195)	1	CD17_T3_B7
VFG043078(gi:15801194)	0.998677248677249	CD17_T3_B7
VFG043077(gi:15801193)	1	CD17_T3_B7
VFG043076(gi:15801192)	1	CD17_T3_B7
VFG043075(gi:15801191)	1	CD17_T3_B7
VFG043074(gi:15801190)	1	CD17_T3_B7
VFG043073(gi:15801189)	1	CD17_T3_B7
VFG043072(gi:15801187)	1	CD17_T3_B7
VFG042727(gi:15801156)	1	CD17_T3_B7
VFG042726(gi:15801155)	0.928057553956835	CD17_T3_B7
VFG042725(gi:15801154)	0.91726618705036	CD17_T3_B7
VFG042718(gi:15801636)	0.998907103825137	CD17_T3_B7
VFG042713(gi:15801631)	1	CD17_T3_B7
VFG042591(gi:46487740)	1	CD17_T3_B7
VFG042590(gi:46487739)	1	CD17_T3_B7
VFG042404(gi:15804987)	1	CD17_T3_B7
VFG042403(gi:15800803)	1	CD17_T3_B7
VFG042402(gi:15800802)	1	CD17_T3_B7
VFG042210	1	CD17_T3_B7
VFG042097(gi:15832963)	0.966594045025418	CD17_T3_B7
VFG042096(gi:15832962)	0.979674796747967	CD17_T3_B7
VFG042095(gi:15832966)	0.973143759873618	CD17_T3_B7
VFG042092(gi:15832970)	0.92108843537415	CD17_T3_B7
VFG042090(gi:15832972)	0.970833333333333	CD17_T3_B7
VFG042088(gi:15832974)	0.940119760479042	CD17_T3_B7
VFG042087(gi:15832973)	0.972789115646258	CD17_T3_B7
VFG042086(gi:15832975)	0.935828877005348	CD17_T3_B7
VFG042085(gi:15832978)	0.988505747126437	CD17_T3_B7
VFG042084(gi:15832979)	0.984984984984985	CD17_T3_B7
VFG042083(gi:15832980)	0.988855116514691	CD17_T3_B7
VFG042082(gi:15832981)	0.927184466019418	CD17_T3_B7
VFG042080(gi:15832983)	0.994047619047619	CD17_T3_B7
VFG042079(gi:15832982)	0.991452991452991	CD17_T3_B7
VFG042074(gi:15832989)	0.994444444444444	CD17_T3_B7
VFG041003(gi:284924301)	1	CD17_T3_B7
VFG040998	0.998868778280543	CD17_T3_B7
VFG040997	1	CD17_T3_B7
VFG040956(gi:157156659)	0.998958333333333	CD17_T3_B7
VFG040954(gi:157159001)	0.901606425702811	CD17_T3_B7
VFG040953(gi:157154920)	0.935457516339869	CD17_T3_B7
VFG040952(gi:157157959)	0.969298245614035	CD17_T3_B7
VFG040950(gi:157156956)	0.986559139784946	CD17_T3_B7
VFG040949(gi:157157609)	0.976666666666667	CD17_T3_B7
VFG040947(gi:157156601)	0.997455470737914	CD17_T3_B7
VFG040946(gi:157154814)	0.932960893854749	CD17_T3_B7
VFG036084(gi:91206275)	1	CD17_T3_B7
VFG036002(gi:218698723)	0.999312714776632	CD17_T3_B7
VFG035939(gi:386626557)	0.905971769815418	CD17_T3_B7
VFG034905(gi:209398238)	0.974683544303797	CD17_T3_B7
VFG034869(gi:387509493)	0.983554712207464	CD17_T3_B7
VFG034757(gi:387506964)	0.981891348088531	CD17_T3_B7
VFG034756(gi:291282900)	0.979407979407979	CD17_T3_B7
VFG034627(gi:110643339)	1	CD17_T3_B7
VFG034615(gi:110643341)	1	CD17_T3_B7
VFG034603(gi:110643342)	1	CD17_T3_B7
VFG034372(gi:386622089)	0.948755490483163	CD17_T3_B7
VFG034361(gi:218702271)	1	CD17_T3_B7
VFG034346(gi:386621157)	0.923076923076923	CD17_T3_B7
VFG034343(gi:218702270)	1	CD17_T3_B7
VFG034300(gi:215488780)	0.937219730941704	CD17_T3_B7
VFG034220(gi:387606977)	1	CD17_T3_B7
VFG034207(gi:387606978)	0.997584541062802	CD17_T3_B7
VFG034189(gi:386599817)	0.946587537091988	CD17_T3_B7
VFG034143(gi:410482036)	0.90547263681592	CD17_T3_B7
VFG034129(gi:218695588)	0.955211024978467	CD17_T3_B7
VFG034090(gi:222156712)	0.907291666666667	CD17_T3_B7
VFG034062(gi:387607661)	0.901275651691625	CD17_T3_B7
VFG034014(gi:386639494)	0.96551724137931	CD17_T3_B7
VFG034000(gi:218701706)	0.92964824120603	CD17_T3_B7
VFG033986(gi:218701707)	0.966244725738397	CD17_T3_B7
VFG033954(gi:410484659)	0.919282511210762	CD17_T3_B7
VFG033825(gi:386630755)	0.922307692307692	CD17_T3_B7
VFG033420(gi:386627097)	0.947791164658635	CD17_T3_B7
VFG033415(gi:218702831)	0.928571428571429	CD17_T3_B7
VFG033369(gi:387615053)	1	CD17_T3_B7
VFG033346(gi:387615052)	0.998015873015873	CD17_T3_B7
VFG033318(gi:387615051)	0.984934086629002	CD17_T3_B7
VFG033311(gi:387607090)	0.966101694915254	CD17_T3_B7
VFG033223(gi:222159045)	0.972677595628415	CD17_T3_B7
VFG033222(gi:386606988)	0.906306306306306	CD17_T3_B7
VFG033192(gi:218703011)	0.979899497487437	CD17_T3_B7
VFG033159(gi:386625716)	0.90990990990991	CD17_T3_B7
VFG033156(gi:386622285)	0.968468468468468	CD17_T3_B7
VFG033153(gi:218701692)	0.914529914529915	CD17_T3_B7
VFG033143(gi:386622202)	1	CD17_T3_B7
VFG033136(gi:386622203)	0.964285714285714	CD17_T3_B7
VFG033130(gi:218706496)	0.911927330173776	CD17_T3_B7
VFG033120(gi:218702825)	0.93469387755102	CD17_T3_B7
VFG033115(gi:218702826)	0.984536082474227	CD17_T3_B7
VFG033108(gi:218702827)	1	CD17_T3_B7
VFG033102(gi:386622208)	0.998095238095238	CD17_T3_B7
VFG033098(gi:386627095)	0.986027944111776	CD17_T3_B7
VFG033095(gi:218706491)	1	CD17_T3_B7
VFG033078(gi:218701685)	0.998188405797101	CD17_T3_B7
VFG012634(gi:117625231)	0.900927281600781	CD17_T3_B7
VFG012633(gi:26250982)	1	CD17_T3_B7
VFG012565(gi:91211203)	0.956273764258555	CD17_T3_B7
VFG012562(gi:117624165)	0.978855721393035	CD17_T3_B7
VFG012561(gi:91211202)	0.996197718631179	CD17_T3_B7
VFG012539(gi:26248274)	0.951192457016084	CD17_T3_B7
VFG012534(gi:117624158)	0.924406047516199	CD17_T3_B7
VFG012355(gi:117625198)	0.998677248677249	CD17_T3_B7
VFG012283(gi:117626622)	0.988562091503268	CD17_T3_B7
VFG012282(gi:91213959)	0.963963963963964	CD17_T3_B7
VFG012262(gi:117625211)	0.993464052287582	CD17_T3_B7
VFG012257(gi:91213844)	1	CD17_T3_B7
VFG012218(gi:117625202)	0.900188323917137	CD17_T3_B7
