gene_name	width	sample
VFG000924(gb|NP_752610)	0.968652037617555	CD5_T2_B6
VFG000923(gb|NP_752600)	0.92235609103079	CD5_T2_B6
VFG000879(gb|NP_757248)	0.903508771929825	CD5_T2_B6
VFG000878(gb|NP_757247)	0.954365079365079	CD5_T2_B6
VFG000876(gb|NP_757244)	0.933257489571483	CD5_T2_B6
VFG000875(gb|NP_757243)	0.926997245179063	CD5_T2_B6
VFG000616(gb|NP_709455)	0.939873417721519	DONOR7_T1_B8
VFG002413(gb|NP_286011)	0.961082910321489	DONOR7_T1_B8
VFG001448(gb|AAA21682)	0.971973762671437	DONOR7_T1_B8
VFG000932(gb|NP_752612)	0.900682805710739	DONOR7_T1_B8
VFG000930(gb|NP_752604)	0.90623390005152	DONOR7_T1_B8
VFG000928(gb|NP_752607)	0.930513595166163	DONOR7_T1_B8
VFG000926(gb|NP_752608)	0.96165191740413	DONOR7_T1_B8
VFG000925(gb|NP_752606)	0.973039215686274	DONOR7_T1_B8
VFG000924(gb|NP_752610)	0.926854754440961	DONOR7_T1_B8
VFG000919(gb|NP_756176)	0.903587443946188	DONOR7_T1_B8
VFG000917(gb|NP_756170)	0.951720595788392	DONOR7_T1_B8
VFG000916(gb|NP_756169)	0.946550048590865	DONOR7_T1_B8
VFG000878(gb|NP_757247)	0.936507936507937	DONOR7_T1_B8
VFG000876(gb|NP_757244)	0.91998483124763	DONOR7_T1_B8
VFG034772(gb|NP_290644)	0.919067215363512	DONOR7_T2_B8
VFG000924(gb|NP_752610)	0.972831765935214	DONOR7_T2_B8
VFG000875(gb|NP_757243)	0.954545454545455	DONOR7_T2_B8
VFG000368(gb|NP_405477)	0.998467432950192	IBS2_T1_B1
VFG000364(gb|NP_405473)	0.947916666666667	IBS2_T1_B1
VFG000363(gb|NP_405472)	0.929600523903078	IBS2_T1_B1
VFG000362(gb|NP_405471)	0.90181205225453	IBS2_T1_B1
VFG000360(gb|NP_405469)	1	IBS2_T1_B1
VFG013070(gb|YP_405013)	0.98313878080415	IBS2_T1_B1
VFG013065(gb|YP_405017)	0.995971802618328	IBS2_T1_B1
VFG013064(gb|YP_405019)	0.987897125567322	IBS2_T1_B1
VFG013063(gb|YP_405020)	0.905733722060253	IBS2_T1_B1
VFG002056(gb|YP_404609)	0.955082742316785	IBS2_T1_B1
VFG002055(gb|YP_404608)	0.929152148664344	IBS2_T1_B1
VFG002054(gb|YP_404607)	0.995910020449898	IBS2_T1_B1
VFG002053(gb|YP_404606)	0.989473684210526	IBS2_T1_B1
VFG002050(gb|YP_404603)	0.989035087719298	IBS2_T1_B1
VFG002049(gb|YP_404602)	0.936666666666667	IBS2_T1_B1
VFG002048(gb|YP_404601)	0.948460508701473	IBS2_T1_B1
VFG002047(gb|YP_404600)	0.991285403050109	IBS2_T1_B1
VFG002046(gb|YP_404599)	0.954271961492178	IBS2_T1_B1
VFG045349(gb|YP_002390132)	0.959068454481299	IBS2_T1_B1
VFG044165(gb|NP_752609)	1	IBS2_T1_B1
VFG044159(gb|NP_752602)	0.99833748960931	IBS2_T1_B1
VFG034915(gb|NP_290352)	0.944375259443753	IBS2_T1_B1
VFG034908(gb|NP_286160)	0.998091603053435	IBS2_T1_B1
VFG034873(gb|NP_290699)	0.989945862335654	IBS2_T1_B1
VFG034866(gb|NP_290672)	0.999367488931056	IBS2_T1_B1
VFG034849(gb|NP_285716)	0.970464135021097	IBS2_T1_B1
VFG034815(gb|NP_287686)	0.998412698412698	IBS2_T1_B1
VFG034772(gb|NP_290644)	0.999542752629172	IBS2_T1_B1
VFG034754(gb|NP_288154)	0.991047919957873	IBS2_T1_B1
VFG012505(gb|NP_753166)	1	IBS2_T1_B1
VFG012501(gb|NP_753165)	0.996865203761755	IBS2_T1_B1
VFG002417(gb|NP_286006)	0.997354497354497	IBS2_T1_B1
VFG002416(gb|NP_286007)	0.998783454987834	IBS2_T1_B1
VFG002415(gb|NP_286008)	0.992874109263658	IBS2_T1_B1
VFG002414(gb|NP_286010)	0.993197278911565	IBS2_T1_B1
VFG002413(gb|NP_286011)	0.998307952622673	IBS2_T1_B1
VFG002412(gb|NP_286009)	0.998505231689088	IBS2_T1_B1
VFG001450(gb|AAA24046)	0.996138996138996	IBS2_T1_B1
VFG001448(gb|AAA21682)	0.999403697078116	IBS2_T1_B1
